centro_titular|municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|promedio_x|promedio_y|distancia|row_num
EL TREN DE LOS NIÑOS, S.L.|079|Chamartín|de Burgos|ESCUELA INFANTIL PRIVADA|5|28036|PRIVADO|313025639||EIPR|34|917660801|28049304|www.escuelainfantileltrendelosniños.es|Madrid-Capital|008|Madrid|05||4481264.0|442815.0|AVDA|EL TREN DE LOS NIÑOS||info@eieltren.es|442799.5|4481177.0|88.36996095959304|1
ELAP EDUCACIÓN, S.L.|079|Moncloa-Aravaca|de Lamiaco|ESCUELA INFANTIL PRIVADA|5|28023|PRIVADO|618350702||EIPR|12|913729720|28056849|www.escuelamontessorimadrid.com|Madrid-Capital|008|Madrid|09||4480679.0|430364.0|CALLE|ESCUELA MONTESSORI MADRID||casamontessorimadrid@gmail.com|430364.0|4480679.0|0.0|1
ELENA GARCIA SCHÖDTER|079|Salamanca|de Ramón de Aguinaga|ESCUELA INFANTIL PRIVADA|5|28028|PRIVADO|629259193||EIPR|5|913560066|28059681||Madrid-Capital|008|Madrid|04||4475363.0|443683.0|CALLE|MI PRIMER COLE 2||miprimercole2@hotmail.com|443683.0|4475363.0|0.0|1
ELENA LANILLOS MATESANZ|130||de Nazario Calonge|ESCUELA INFANTIL PRIVADA|3|28830|PRIVADO|660379545||EIPR|16|916733336|28050306||Madrid-Este|008|San Fernando de Henares|||4475155.0|455045.0|CALLE|CHULIN||e.i.chu-lin@hotmail.com|455045.0|4475155.0|0.0|1
ELIA GRECIANO BARRADO|127||Monte Urgull (Urbanización Las Matas)|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|4|28290|PRIVADO|675554454|637490365|CPR INF|6|916304447|28060142|www.eicolores.com|Madrid-Oeste|004|Rozas de Madrid, Las|||4489876.0|423445.0|CALLE|COLORES||info@eicolores.com|423445.0|4489876.0|0.0|1
ELLALUNA SOCIEDAD COOPERATIVA MADRILEÑA DE ENSEÑANZA. S.COOP|079|San Blas-Canillejas|de Pandora|ESCUELA INFANTIL PRIVADA|5|28037|PRIVADO|||EIPR|23|627485207|28049274|http://educacionlibrelaluna.wixsite.com/ellaluna|Madrid-Capital|008|Madrid|20||4476766.0|447783.0|CALLE|ELLALUNA||educacionlibrelaluna@gmail.com|447783.0|4476766.0|0.0|1
ELMA LUISA CASAL PEREZ|065||Almagro|ESCUELA INFANTIL PRIVADA|2|28904|PRIVADO|659993573|916824409|EIPR|13bis|916824409|28059759|http://escuelainfantilcasal.blogspot.com.es/|Madrid-Sur|008|Getafe||916843974|4462134.0|437377.0|CALLE|CASAL|916824409|escuelainfantilcasal@gmail.com|437377.0|4462134.0|0.0|1
ELMAPAZ DAVILA, S.L.|079|Fuencarral-El Pardo|de Melchor Fernández Almagro|ESCUELA INFANTIL PRIVADA|5|28029|PRIVADO|||EIPR|31|913144722|28062591||Madrid-Capital|008|Madrid|08||4480993.0|440688.0|CALLE|LOS RENACUAJOS||renacuajos@telefonica.net|440688.0|4480993.0|0.0|1
ELMARMAREL ESCUELAS S.L.|079|Ciudad Lineal|de Mesena|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28033|PRIVADO|||CPR INF-PRI-SEC|101|913020706|28021100|wwwmadridcolegio.es|Madrid-Capital|072|Madrid|15||4480542.0|443606.0|CALLE|COLEGIO MADRID PINAR||secretariaesoybach@colegio-madrid.es|443606.0|4480542.0|0.0|1
EMBAJADA DE LA REPUBLICA DE IRAK|079|Hortaleza|de la Abubilla|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28043|PRIVADO|||CEXTRAN ESP|18||28046455|http://www.educa.madrid.org/ce.escuelairaqui.madrid|Madrid-Capital|094|Madrid|16|0|4478143.0|446295.0|RONDA|ESCUELA IRAQUI EN MADRID (IRAQUI)||ce.escuelairaqui.madrid@educa.madrid.org|446295.0|4478143.0|0.0|1
EMBAJADA DEL JAPON EN ESPAÑA|079|Moncloa-Aravaca|de la Victoria|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28023|PRIVADO|686960084||CEXTRAN ESP|98|917080088|28032808|http://www.cjmspain.com|Madrid-Capital|094|Madrid|09||4480541.0|429669.0|AVDA|COLEGIO JAPONES DE MADRID (ALUM. EXTR.)||jimu@cjmspain.com|429669.0|4480541.0|0.0|1
EMBAJADA LIBIA|079|Chamartín|de Rodríguez Marín|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28002|PRIVADO|||CEXTRAN ESP|7|915646006|28032821|http://www.educa.madrid.org/ce.alfateh.madrid|Madrid-Capital|094|Madrid|05||4477447.0|442187.0|CALLE|ESCUELA DE AL-NAHDA AL-GADIDA DE MADRID (LIBIA, ALUM. EXTR.)||ce.alfateh.madrid@educa.madrid.org|442187.0|4477447.0|0.0|1
EMMA GARCIA CIFUENTES|134||de Castilla-la Mancha|ESCUELA INFANTIL PRIVADA|1|28701|PRIVADO|677408489||EIPR|162|916513018|28060609||Madrid-Norte|008|San Sebastián de los Reyes|||4489947.0|445895.0|AVDA|LA GUARDERIA||eilaguarderia@hotmail.com|445895.0|4489947.0|0.0|1
EN2 INNOVACION DE PROYECTOS EDUCATIVOS, S. L.|079|Chamartín|de José Rodríguez Pinilla|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28016|PRIVADO CONCERTADO|913508186||CPR INF-PRI-SEC|12|913595027|28013395|http://www.wisdomchool.es|Madrid-Capital|072|Madrid|05|913508186|4479184.0|442408.0|CALLE|WISDOM SCHOOL MADRID||cc.nsdelasabiduria.madrid@educa.madrid.org|442408.0|4479184.0|0.0|1
ENCARNACION VIEDMA MOLERO|079|Villaverde|de la Virgen de los Desamparados|ESCUELA INFANTIL PRIVADA|5|28041|PRIVADO|606357929||EIPR|42|917951200|28064354||Madrid-Capital|008|Madrid|17||4466811.0|440622.0|CALLE|PEQUEÑILANDIA||enky123@yahoo.es|440622.0|4466811.0|0.0|1
ENSEÑANTES DE VILLAVERDE, SDAD. COOP. MADRILEÑA|079|Villaverde|de Villastar|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28021|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|10|917950884|28035275|http://www.comunidadinfantildevillaverde.com|Madrid-Capital|072|Madrid|17|917100331|4466107.0|439567.0|CALLE|COMUNIDAD INFANTIL DE VILLAVERDE||cc.comunidadinfantilvillaverde.madrid@educa.madrid.org|439567.0|4466107.0|0.0|1
ENSEÑANZA INFANTIL GARABATOS, S.L.|079|Fuencarral-El Pardo|de Joaquín Jorge Alarcón|ESCUELA INFANTIL PRIVADA|5|28035|PRIVADO|645764815||EIPR|47-49|913163140|28058263||Madrid-Capital|008|Madrid|08||4480958.0|438714.0|CALLE|GARABATOS||garabatosmadrid@gmail.com|438714.0|4480958.0|0.0|1
ENSEÑANZA Y FORMACION, SDAD. COOP. MADRILEÑA|079|Retiro|del Poeta Esteban de Villegas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28014|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|s/n|914335813|28037791|http://www.educa.madrid.org/cc.retiro.madrid|Madrid-Capital|072|Madrid|03|915524642|4473253.0|442192.0|CALLE|RETIRO||cc.retiro.madrid@educa.madrid.org|442192.0|4473253.0|0.0|1
ENSEÑANZA Y PEDAGOGIA S.A.|079|Ciudad Lineal|del Poeta Blas de Otero|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28017|PRIVADO CONCERTADO|913557060||CPR INF-PRI-SEC|5|913556394|28013280|http://www.colegioseilamerced.com|Madrid-Capital|072|Madrid|15|913611306|4474821.0|444428.0|CALLE|NUESTRA SEÑORA DE LA MERCED||cc.nsdelamerced.madrid@educa.madrid.org|444428.0|4474821.0|0.0|1
ENSEÑANZAS Y PROMOCION S.A.|079|Fuencarral-El Pardo|de Chantada|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28029|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|28|917386700|28031993|http://www.ntrasradelavega.com|Madrid-Capital|072|Madrid|08|917386060|4480557.0|439616.0|CALLE|NUESTRA SEÑORA DE LA VEGA||cc.nsdelavega.madrid@educa.madrid.org|439616.0|4480557.0|0.0|1
EPISTEME GALAPAGAR, S.L.|061||Fuente de las Colmenas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28260|PRIVADO|||CPR INF-PRI-SEC|12|918586364|28047320|http://www.colegiogondomar.com|Madrid-Oeste|072|Galapagar|||4491677.0|415325.0|CALLE|GONDOMAR||secretariagondomar@gmail.com|415325.0|4491677.0|0.0|1
EQUIPO DOCENTE VILLAVERDE, SOCIEDAD COOPERATIVA MADRILEÑA|079|Villaverde|Vieja de Pinto|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28021|PRIVADO CONCERTADO|917977567||CPR INF-PRI-SEC|15|917970422|28037983|http://www.colegioaddis.es|Madrid-Capital|072|Madrid|17||4466564.0|439814.0|CALLE|COLEGIO ADDIS||cc.addis.madrid@educa.madrid.org|439814.0|4466564.0|0.0|1
EQUIPO EDUCATIVO MIJACK, S.L.|079|Carabanchel|de la Peseta|ESCUELA INFANTIL PRIVADA|5|28044|PRIVADO|615443126|646401661|EIPR|60|913094632|28064524||Madrid-Capital|008|Madrid|11||4468144.0|435813.0|AVDA|LUNA LUNERA||cei.lunalunera.18@gmail.com|435813.0|4468144.0|0.0|1
ERNESTO ZAMORANO ROMAN|079|Arganzuela|de Tomás Bretón|ESCUELA INFANTIL PRIVADA|5|28045|PRIVADO|||EIPR|43|915304863|28036024|http://lnx.jardindelasdelicias.net|Madrid-Capital|008|Madrid|02||4472095.0|441247.0|CALLE|JARDIN DE LAS DELICIAS||contacto@jardindelasdelicias.net|441247.0|4472095.0|0.0|1
ESCLAVAS DE LA SANTISIMA EUCARISTIA|079|Ciudad Lineal|de Ángel Muñoz|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28043|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|5|914158169|28007826|http://www.educa.madrid.org/cc.madrededios.madrid|Madrid-Capital|072|Madrid|15|914139247|4478376.0|444318.0|CALLE|MADRE DE DIOS||cc.madrededios.madrid@educa.madrid.org|444318.0|4478376.0|0.0|1
ESCOLAR BEASIL, S.L.|079|Carabanchel|de Alfonso Martínez Conde|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28025|PRIVADO CONCERTADO|915607943||CPR INF-PRI-SEC|4|915607943|28011428|http://www.educa.madrid.org/cc.santabeatrizdesilva.madrid|Madrid-Capital|072|Madrid|11|915607943|4470271.0|438067.0|CALLE|SANTA BEATRIZ DE SILVA||cc.santabeatrizdesilva.madrid@educa.madrid.org|438067.0|4470271.0|0.0|1
ESCOLAR CERVERA, S.A.|079|Carabanchel|de la Gaviota|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28025|PRIVADO CONCERTADO|915257138|915257162|CPR INF-PRI-SEC|14|915250000|28014491|http://www.educa.madrid.org/cc.smbosque.madrid|Madrid-Capital|072|Madrid|11|915250899|4471096.0|437665.0|CALLE|SANTA MARIA DEL BOSQUE||cc.smbosque.madrid@educa.madrid.org|437665.0|4471096.0|0.0|1
ESCUELA DE ARTES DECORATIVAS DE MADRID, S.L.|079|Salamanca|de América|CENTRO AUTORIZADO SUPERIOR DE DISEÑO|5|28028|PRIVADO|913551072||CAU SUP DISEÑO|24|913561209|28064032||Madrid-Capital|105|Madrid|04|913550983|4476676.0|442845.0|AVDA|CENTRO DE ENSEÑANZAS SUPERIORES DE DISEÑO DE INTERIORES DE MADRID||artesdec@telefonica.net|442845.0|4476676.0|0.0|1
ESCUELA DE MUSICA CREATIVA, S.L.|079|Centro|de la Palma|CENTRO AUTORIZADO PROFESIONAL  DE MÚSICA Y DANZA|5|28004|PRIVADO|647541105||CAU PROF MUS-DANZA|35|915211156|28049808|www.musicacreativa.com|Madrid-Capital|416|Madrid|01||4475314.0|440242.0|CALLE|MUSICA CREATIVA||mcaro@musicacreativa.com|440242.0|4475314.0|0.0|1
ESCUELA IINFANTIL REINA DE LOS ANGELES, S.L. UNIPERSONAL|079|Chamartín|del Darro|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28002|PRIVADO|609030368||CPR INF|30|915638760|28008818||Madrid-Capital|004|Madrid|05||4478028.0|441857.0|CALLE|REINA DE LOS ANGELES||reinadelosangeles@telefonica.net|441857.0|4478028.0|0.0|1
ESCUELA INFANTIL ARCO IRIS ABASTOS, S.L.|013||de Abastos|ESCUELA INFANTIL PRIVADA|2|28300|PRIVADO|||EIPR|157|918911553|28001587||Madrid-Sur|008|Aranjuez|||4431397.0|449282.0|CALLE|ARCO IRIS ABASTOS||escuelainfantil.arcoiris.abastos@hotmail.com|449282.0|4431397.0|0.0|1
ESCUELA INFANTIL ARLEQUIN, S.L.|079|Latina|de los Yébenes|ESCUELA INFANTIL PRIVADA|5|28047|PRIVADO|655152826||EIPR|69|917192982|28031385|www.escuelainfantilarlequin.com|Madrid-Capital|008|Madrid|10|0|4471797.0|436157.0|CALLE|ARLEQUIN||educartearlequin@gmail.com|436157.0|4471797.0|0.0|1
ESCUELA INFANTIL AURORA, S.L.|092||de Portugal|ESCUELA INFANTIL PRIVADA|2|28934|PRIVADO|609086024||EIPR|71|916183647|28061766||Madrid-Sur|008|Móstoles|||4463759.0|425727.0|AVDA|AURORA||e.iaurora@hotmail.com|425727.0|4463759.0|0.0|1
ESCUELA INFANTIL CINCO ESTRELLAS, S.L.|079|San Blas-Canillejas|CANILLEJAS A VICALVARO|ESCUELA INFANTIL PRIVADA|5|28022|PRIVADO|917420825||EIPR|24|913203806|28060129||Madrid-Capital|008|Madrid|20|917420825|4476803.0|447827.0|AVDA|CINCO ESTRELLAS||cei5estrellas@5estrellas.e.telefonica.net|447827.0|4476803.0|0.0|1
ESCUELA INFANTIL COSQUILLAS, S.L.|079|Arganzuela|del Teniente Coronel Noreña|ESCUELA INFANTIL PRIVADA|5|28045|PRIVADO|640634908||EIPR|26|915272673|28060841|http://www.escuelainfantilcosquillas.es|Madrid-Capital|008|Madrid|02||4471083.0|441155.0|CALLE|COSQUILLAS II||eicosquillas@gmail.com|441155.0|4471083.0|0.0|1
ESCUELA INFANTIL CUATRO PECAS, S.L.U.|079|Centro|del Capitán Salazar Martínez|ESCUELA INFANTIL PRIVADA|5|28005|PRIVADO|659595271|659595271|EIPR|9|913657910|28061110||Madrid-Capital|008|Madrid|01|659595271|4473238.0|439735.0|CALLE|CUATRO PECAS EL CARMEN|659595271|cuatropecas@gmail.com|439735.0|4473238.0|0.0|1
ESCUELA INFANTIL EDOA, S.L.|092||del Río Sella|ESCUELA INFANTIL PRIVADA|2|28935|PRIVADO|666521490||EIPR|6|916474245|28050719|www.escuelainfantiledoa.es|Madrid-Sur|008|Móstoles|||4463143.0|425807.0|CALLE|EDOA||info@escuelainfantiledoa.es|425807.0|4463143.0|0.0|1
ESCUELA INFANTIL EDUKA, S.A.L.|079|Fuencarral-El Pardo|de Alicia Baena|ESCUELA INFANTIL PRIVADA|5|28035|PRIVADO|||EIPR|19|913167443|28039402|http://www.escuelainfantileduka.com|Madrid-Capital|008|Madrid|08||4481341.0|438407.0|CALLE|EDUKA, ESCUELA INFANTIL||escuelaeduka@gmail.com|438407.0|4481341.0|0.0|1
ESCUELA INFANTIL ESPIRITU SANTO GUARDERIA DE PRIMER CICLO,SL|079|Ciudad Lineal|Ceysa|ESCUELA INFANTIL PRIVADA|5|28017|PRIVADO|689035247|689035247|EIPR|15|913564278|28059693|https://escuelainfantilespiritusanto.es/|Madrid-Capital|008|Madrid|15||4475713.0|444290.0|CALLE|ESPIRITU SANTO|618555404|escuelainfantilbami@gmail.com|444290.0|4475713.0|0.0|1
ESCUELA INFANTIL JUGUETONES, S.L.|079|Puente de Vallecas|de Calero Pita|ESCUELA INFANTIL PRIVADA|5|28053|PRIVADO|608894135||EIPR|15|917863563|28063465||Madrid-Capital|008|Madrid|13||4470357.0|443058.0|CALLE|JUGUETONES|||443058.0|4470357.0|0.0|1
ESCUELA INFANTIL LOS PECES, S.L.L.|032||el Requiebro|ESCUELA INFANTIL PRIVADA|3|28816|PRIVADO|646704280||EIPR|5|918857884|28060439|http://www.lospeces.info|Madrid-Este|008|Camarma de Esteruelas|||4488632.0|467891.0|CALLE|LOS PECES||info@lospeces.info|467891.0|4488632.0|0.0|1
ESCUELA INFANTIL LOS REMEDIOS, S.L.|161||del Universo|ESCUELA INFANTIL PRIVADA|2|28341|PRIVADO|670928588||EIPR|3|918019356|28062424|www.escuelainfantilcaracol.es|Madrid-Sur|008|Valdemoro|||4448430.0|441912.0|GTA|CARACOL||micaracolcol@hotmail.com|441912.0|4448430.0|0.0|1
ESCUELA INFANTIL MAMA QUECA, S.L.|079|Hortaleza|de Aránzazu|ESCUELA INFANTIL PRIVADA|5|28043|PRIVADO|687956282|627439191|EIPR|4|913814463|28056692|http://mamaqueca.es|Madrid-Capital|008|Madrid|16||4480036.0|444812.0|CALLE|MAMA QUECA I||mama.queca@telefonica.net|444812.0|4480036.0|0.0|1
ESCUELA INFANTIL MARIA, S. L.|065||Pasión|ESCUELA INFANTIL PRIVADA|2|28901|PRIVADO|608099996|619967413|EIPR|6|916824804|28036966|http://www.eimaria.es|Madrid-Sur|008|Getafe||916824804|4461724.0|438093.0|CALLE|MARIA||escuela_infantil_maria@eimaria.es|438093.0|4461724.0|0.0|1
ESCUELA INFANTIL MARILUZ Y CARMEN, S.L.|007||de Leganés|ESCUELA INFANTIL PRIVADA|2|28925|PRIVADO|608794740||EIPR|9|608794740|28063428||Madrid-Sur|008|Alcorcón|||4467133.0|430018.0|AVDA|PARQUE DE LISBOA||luz-lucendo@hotmail.com|430018.0|4467133.0|0.0|1
ESCUELA INFANTIL MUÑECOS, S.L.|079|Vicálvaro|de Minerva|ESCUELA INFANTIL PRIVADA|5|28032|PRIVADO|917753691||EIPR|25|685811850|28063507||Madrid-Capital|008|Madrid|19||4472529.0|449131.0|CALLE|MUÑECOS|||449131.0|4472529.0|0.0|1
ESCUELA INFANTIL NACER, S.L.|065||Pasión|ESCUELA INFANTIL PRIVADA|2|28901|PRIVADO|635718453||EIPR|26|919212599|28063726|http://www.escuelainfantilnacer.es|Madrid-Sur|008|Getafe|||4461698.0|438202.0|CALLE|NACER CENTRO||escuela.infantil.nacer@gmail.com|438202.0|4461698.0|0.0|1
ESCUELA INFANTIL PELUCHES, S.L.|058||de Reinosa|ESCUELA INFANTIL PRIVADA|2|28941|PRIVADO|655400702||EIPR|30|607313291|28056965||Madrid-Sur|008|Fuenlabrada|||4461352.0|431411.0|CALLE|PELUCHES||eipeluches@hotmail.com|431411.0|4461352.0|0.0|1
ESCUELA INFANTIL PEÑAS ALBAS, S.L.|172||Grecia|ESCUELA INFANTIL PRIVADA|3|28810|PRIVADO|||EIPR|4|918792640|28063271||Madrid-Este|008|Villalbilla|||4477468.0|468825.0|CALLE|MONTESSORI PEÑAS ALBAS||info@escuelainfantilpenasalbas.es|468825.0|4477468.0|0.0|1
ESCUELA INFANTIL SANDY, S.L.|079|Hortaleza|de Seo de Urgel|ESCUELA INFANTIL PRIVADA|5|28033|PRIVADO|619174174||EIPR|15|917669384|28061973|http://www.escuela-infantil-sandy.org|Madrid-Capital|008|Madrid|16||4480067.0|444672.0|CALLE|SANDY||e_i_sandy@hotmail.com|444672.0|4480067.0|0.0|1
ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS, S.A.|079|Tetuán|de Adela Balboa|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|5|28039|PRIVADO|915546924||CPR FPE|16|915347084|28040647||Madrid-Capital|058|Madrid|06|915345111|4477757.0|440033.0|CALLE|ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS||escuelatecnica@telefonica.net|440033.0|4477757.0|0.0|1
ESCUELA WALDORF DE ARAVACA|079|Moncloa-Aravaca|de Zenit|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28023|PRIVADO|||CPR INF-PRI|10|913071210|28058241|http://www.waldorfaravaca.es|Madrid-Capital|015|Madrid|09|913071210|4479505.0|433008.0|CALLE|PEDAGOGIA WALDORF DE ARAVACA||info@waldorfaravaca.es|433008.0|4479505.0|0.0|1
ESCUELA Y RESIDENCIA INFANTIL PECAS, S.L.|115||Juan Pablo II|ESCUELA INFANTIL PRIVADA|4|28223|PRIVADO|608009696|606718861|EIPR|83|913529199|28057313||Madrid-Oeste|008|Pozuelo de Alarcón||913528057|4476591.0|431389.0|AVDA|PECAS||secretaria@pecas.net|431389.0|4476591.0|0.0|1
ESCUELAS INFANTILES HAPPY TALENT, S.L.|079|Carabanchel|de la Época|ESCUELA INFANTIL PRIVADA|5|28025|PRIVADO|||EIPR|6|914220014|28062001|http://www.diventium.es|Madrid-Capital|008|Madrid|11||4470035.0|436594.0|CALLE|DIVENTIUM||info@diventium.es|436594.0|4470035.0|0.0|1
ESCUELAS PIAS PROVINCIA BETANIA|079|Latina|de Ocaña|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28047|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|191|917183685|28013097|http://www.escolapiosaluche.com|Madrid-Capital|072|Madrid|10||4471249.0|436025.0|CALLE|NUESTRA SEÑORA DE LAS ESCUELAS PIAS|||443760.25|4473124.25|7959.312478160409|1
ESCUELAS PIAS PROVINCIA DE BETANIA|079|Salamanca|del Conde de Peñalver|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28006|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|51|914449400|28013103|http://www.educa.madrid.org/cc.calasancio.madrid|Madrid-Capital|072|Madrid|04|914016433|4475745.0|442706.0|CALLE|CALASANCIO NUESTRA SEÑORA DE LAS ESCUELAS PIAS||cc.calasancio.madrid@educa.madrid.org|442706.0|4475745.0|0.0|1
ESENCO SOCIEDAD COOPERATIVA MADRILEÑA|079|Puente de Vallecas|de la Reguera de Tomateros|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28053|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|103|917856368|28022335|http://www.educa.madrid.org/cc.trabenco.madrid|Madrid-Capital|072|Madrid|13|915079149|4469101.0|444111.0|CALLE|TRABENCO||cc.trabenco.madrid@educa.madrid.org|444111.0|4469101.0|0.0|1
ESMABE ESCUELA INFANTIL, S.L.U.|079|Tetuán|de los Molinos|ESCUELA INFANTIL PRIVADA|5|28039|PRIVADO|607074042||EIPR|13|915710224|28064469|http://www.chiquikid.com|Madrid-Capital|008|Madrid|06|915710224|4478845.0|440395.0|CALLE|CHIQUIKID||info@chiquikid.com|440395.0|4478845.0|0.0|1
ESPERANZA DE LARA DEL OLMO|006||del Bachiller Alonso López|ESCUELA INFANTIL PRIVADA|1|28100|PRIVADO|606288270|601373481|EIPR|5|916529075|28061201|www.lacasitaalcobendas.com|Madrid-Norte|008|Alcobendas|||4488376.0|446388.0|CALLE|LA CASITA||espedelara16@gmail.com|446388.0|4488376.0|0.0|1
ESTADO FRANCES|079|Hortaleza|del Liceo|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28043|PRIVADO|917489493||CEXTRAN ESP|1|917489490|28021872|http://www.educa.madrid.org/ce.lyceefrancais.madrid|Madrid-Capital|094|Madrid|16|913001952|4478731.0|445460.0|PLAZA|LYCEE FRANÇAIS (FRANCES)||etudesespagnoles@lfmadrid.org|445460.0|4478731.0|0.0|1
ESTADO ITALIANO|079|Chamberí|de Agustín de Betancourt|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28003|PRIVADO|||CEXTRAN ESP|1|915330539|28030231|www.scuolamadrid.org|Madrid-Capital|094|Madrid|07||4477034.0|441046.0|CALLE|SCUOLA STATALE ITALIANA DE MADRID (ITALIANO)||alunniliceo@scuolaitalianamadrid.org|441046.0|4477034.0|0.0|1
ESTEFANIA ESTUDILLO PARDAL|058||de los Andes|ESCUELA INFANTIL PRIVADA|2|28945|PRIVADO|916063201||EIPR|14|687320680|28061456||Madrid-Sur|008|Fuenlabrada|||4460812.0|432993.0|AVDA|PLATERO Y YO||tefygraff@gmail.com|432993.0|4460812.0|0.0|1
ESTER DIAZ ALONSO|079|Villa de Vallecas|de Puentelarra|ESCUELA INFANTIL PRIVADA|5|28031|PRIVADO|620866323||EIPR|9|913313094|28062734||Madrid-Capital|008|Madrid|18||4470413.0|448357.0|CALLE|SANTA EUGENIA||info@escuelainfantilsantaeugenia.com|448357.0|4470413.0|0.0|1
ESTRELLA AMDAL, S.L.|079|Barajas|del Navío|ESCUELA INFANTIL PRIVADA|5|28042|PRIVADO|||EIPR|1|917410017|28028635||Madrid-Capital|008|Madrid|21||4478523.0|450100.0|PLAZA|ANDAL ALAMEDA||escuelasinfantilesandal@gmail.com|446508.5|4475919.0|4436.17946548604|1
ESTUDIOS FINANCIEROS VIRIATO S.A.|079|Chamberí|de Viriato|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|5|28010|PRIVADO|||CPR FPE|52|914444920|28046169||Madrid-Capital|058|Madrid|07||4476334.0|440842.0|CALLE|CENTRO DE ESTUDIOS FINANCIEROS|||440842.0|4476334.0|0.0|1
ESTUDIOS GENERALES S.A.|079|Moncloa-Aravaca|de la Virgen de los Rosales|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28023|PRIVADO|||CPR INF-PRI-SEC|1|913070440|28014511|http://www.colegiorosales.es/|Madrid-Capital|072|Madrid|09||4478395.0|434549.0|CALLE|SANTA MARIA DE LOS ROSALES||javiervalle@colegiorosales.es|434549.0|4478395.0|0.0|1
EULALIA PAREDES SANTE|079|Chamartín|de Europa|ESCUELA INFANTIL PRIVADA|5|28036|PRIVADO|||EIPR|4|913590895|28049286||Madrid-Capital|008|Madrid|05||4479719.0|441907.0|CALLE|LALY||jardindelaly@yahoo.com|441907.0|4479719.0|0.0|1
EUROLENGUAS, S.A.|181||Castilla|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28670|PRIVADO|||CPR INF-PRI-SEC|27|916162218|28038537||Madrid-Sur|072|Villaviciosa de Odón||916164410|4467347.0|424695.0|AVDA|PAX-CASVI||casvi@casvi.es|424695.0|4467347.0|0.0|1
EUROPA VILLAVERDE, SOC.COOP.LDA.|079|Villaverde|de Miguel Solas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28021|PRIVADO CONCERTADO|917968513||CPR INF-PRI-SEC|12|917955158|28015392|http://www.educa.madrid.org/cc.aeeuropa.madrid|Madrid-Capital|072|Madrid|17|917968513|4466963.0|442206.0|CALLE|AGRUPACION ESCOLAR EUROPA||cc.aeeuropa.madrid@educa.madrid.org|442206.0|4466963.0|0.0|1
